dataset,seed,mono_rate,flagged_models,gc_optimal,v_grand,v_max,has_signal,coverage,rank_stability
pm10,0,0.4375,"LR,KNN",False,0.6542617046818727,0.6870748299319727,True,0.5525291828793779,0.9999999999999999
pm10,1,0.275,LR,False,0.5866346538615447,0.5918367346938774,True,0.2424942263279474,0.9999999999999999
pm10,2,0.3875,"LR,RF",False,0.6638655462184874,0.6798719487795118,True,-0.7997557997557997,0.9999999999999999
pm10,3,0.5,"LR,XGB,KNN",False,0.5298119247699079,0.5782312925170068,True,-5.912751677852352,0.9999999999999999
pm10,4,0.3875,"SVM,KNN",False,0.6206482593037215,0.6330532212885154,True,-2.592039800995023,0.9999999999999999
dresses-sales,0,0.3875,"LR,KNN",False,0.6050903119868637,0.6206896551724138,True,-3.2011718750000013,0.9999999999999999
dresses-sales,1,0.4625,"RF,XGB,KNN",False,0.5344827586206897,0.5962643678160919,True,-9.553571428571413,0.9999999999999999
dresses-sales,2,0.6125,"LR,SVM,KNN",False,0.4987684729064039,0.529967159277504,True,-115.33333333333083,0.9999999999999999
dresses-sales,3,0.3125,"XGB,KNN",False,0.595648604269294,0.6313628899835797,True,-3.813304721030032,0.9999999999999999
dresses-sales,4,0.5875,"RF,SVM,XGB,KNN",False,0.5233990147783252,0.5697865353037765,True,2.9736842105263155,0.9999999999999999
fri_c3_500_5,0,0.3625,"LR,XGB",False,0.9459134615384615,0.9591346153846154,True,-3.4847259658580434,0.9999999999999999
fri_c3_500_5,1,0.225,LR,False,0.9622641509433962,0.9678843837816138,True,-3.5636126791141973,0.9999999999999999
fri_c3_500_5,2,0.15,,False,0.9463141025641026,0.9499198717948718,True,-3.881956912028724,0.9999999999999999
fri_c3_500_5,3,0.325,"LR,SVM",False,0.9811698717948718,0.9919871794871795,True,-3.2110741049125737,0.9999999999999999
fri_c3_500_5,4,0.15,,False,0.9751602564102564,0.9791666666666666,True,-3.33389544688027,0.9999999999999999
fri_c2_500_50,0,0.475,"LR,SVM,KNN",False,0.8958247209590741,0.9520463001240183,True,-2.893994778067883,0.9999999999999999
fri_c2_500_50,1,0.475,"LR,SVM,KNN",False,0.8879702356345598,0.9421248449772632,True,-4.002131060202449,0.9999999999999999
fri_c2_500_50,2,0.4375,"LR,SVM,KNN",False,0.8900372054568003,0.9255890863993386,True,-3.148913619501855,0.9999999999999999
fri_c2_500_50,3,0.5,"LR,SVM,KNN",False,0.8722612649855311,0.9392310872261265,True,-3.056635202665187,0.9999999999999999
fri_c2_500_50,4,0.5,"LR,SVM,KNN",False,0.8668871434477058,0.9421248449772635,True,-3.8253521126760557,0.9999999999999999
fri_c0_500_25,0,0.35,"LR,SVM,KNN",False,0.9095638255302121,0.9227691076430573,True,-4.0361504640937955,0.9999999999999999
fri_c0_500_25,1,0.4,"SVM,KNN",False,0.9367747098839536,0.9455782312925171,True,-3.965185524507559,0.9999999999999999
