dataset,seed,method,auc_roc,neg_brier,cv_lambda
Heart Disease,0,Coopetitive-0.5,0.920995670995671,-0.1163803254726078,0.5
Heart Disease,0,Coopetitive-CV,0.920995670995671,-0.1163803254726078,0.5
Heart Disease,0,Shapley,0.9069264069264069,-0.1221514732724361,0.5
Heart Disease,0,Shapley+SII,0.908008658008658,-0.12158107085887865,0.5
Heart Disease,0,Best-Single,0.9199134199134199,-0.11599459943670891,0.5
Heart Disease,0,Stacking,0.908008658008658,-0.13040622389934087,
Heart Disease,1,Equal,0.8642241379310345,-0.15021423198100203,1.2
Heart Disease,1,Perf-Weighted,0.8674568965517242,-0.14770611875600748,1.2
Heart Disease,1,Individual-Only,0.8674568965517242,-0.14770611875600748,1.2
Heart Disease,1,Interaction-Only,0.8265086206896551,-0.18073457230319473,1.2
Heart Disease,1,Coopetitive-0.5,0.8739224137931034,-0.14245940664443119,1.2
Heart Disease,1,Coopetitive-CV,0.872844827586207,-0.1438189397490769,1.2
Heart Disease,1,Shapley,0.8674568965517242,-0.1442705158287259,1.2
Heart Disease,1,Shapley+SII,0.8771551724137931,-0.1405984890145046,1.2
Heart Disease,1,Best-Single,0.8308189655172414,-0.15858146537303444,1.2
Heart Disease,1,Stacking,0.8663793103448276,-0.14474619940075767,
Heart Disease,2,Equal,0.8246753246753248,-0.16847639005144874,0.0
Heart Disease,2,Perf-Weighted,0.8257575757575758,-0.16750406478390475,0.0
Heart Disease,2,Individual-Only,0.8257575757575758,-0.16750406478390475,0.0
Heart Disease,2,Interaction-Only,0.8203463203463204,-0.18379622270859375,0.0
Heart Disease,2,Coopetitive-0.5,0.83008658008658,-0.16270786805774845,0.0
Heart Disease,2,Coopetitive-CV,0.8300865800865801,-0.16327696313035736,0.0
Heart Disease,2,Shapley,0.8268398268398269,-0.16588616300763565,0.0
Heart Disease,2,Shapley+SII,0.8300865800865801,-0.1631346862401677,0.0
Heart Disease,2,Best-Single,0.8246753246753247,-0.17078118901366138,0.0
Heart Disease,2,Stacking,0.8344155844155843,-0.15933306839821604,
Pima Diabetes,0,Equal,0.894074074074074,-0.1221675066608517,0.6
Pima Diabetes,0,Perf-Weighted,0.8962962962962963,-0.12127690409160198,0.6
Pima Diabetes,0,Individual-Only,0.8962962962962963,-0.12127690409160198,0.6
Pima Diabetes,0,Interaction-Only,0.8246296296296296,-0.1522114098650389,0.6
Pima Diabetes,0,Coopetitive-0.5,0.9031481481481481,-0.11531149827277845,0.6
Pima Diabetes,0,Coopetitive-CV,0.9020370370370371,-0.11514502984764208,0.6
Pima Diabetes,0,Shapley,0.8983333333333333,-0.12049703732958571,0.6
Pima Diabetes,0,Shapley+SII,0.885925925925926,-0.12632387736550815,0.6
Pima Diabetes,0,Best-Single,0.8961111111111111,-0.11439627615814678,0.6
Pima Diabetes,0,Stacking,0.899074074074074,-0.12226928786111779,
Pima Diabetes,1,Equal,0.9096418732782369,-0.11533027245583531,0.1
Pima Diabetes,1,Perf-Weighted,0.912396694214876,-0.11334923486219112,0.1
Pima Diabetes,1,Individual-Only,0.912396694214876,-0.11334923486219112,0.1
Pima Diabetes,1,Interaction-Only,0.8317722681359045,-0.15274053984257613,0.1
Pima Diabetes,1,Coopetitive-0.5,0.915702479338843,-0.10769751688835773,0.1
Pima Diabetes,1,Coopetitive-CV,0.9158861340679522,-0.1081364983104446,0.1
Pima Diabetes,1,Shapley,0.9123966942148761,-0.11269816613483591,0.1
Pima Diabetes,1,Shapley+SII,0.8312213039485766,-0.15266614360709305,0.1
Pima Diabetes,1,Best-Single,0.909641873278237,-0.10723390089124281,0.1
Pima Diabetes,1,Stacking,0.9116620752984389,-0.11649162785875296,
Pima Diabetes,2,Equal,0.9303703703703704,-0.11084892314099244,0.8
Pima Diabetes,2,Perf-Weighted,0.9320370370370371,-0.10959671939816112,0.8
Pima Diabetes,2,Individual-Only,0.9320370370370371,-0.10959671939816112,0.8
Pima Diabetes,2,Interaction-Only,0.887962962962963,-0.1401502514603668,0.8
Pima Diabetes,2,Coopetitive-0.5,0.9275925925925926,-0.10872600564415726,0.8
Pima Diabetes,2,Coopetitive-CV,0.9211111111111111,-0.11566574600481364,0.8
Pima Diabetes,2,Shapley,0.9316666666666666,-0.10910149241915171,0.8
Pima Diabetes,2,Shapley+SII,0.9070370370370371,-0.12546068590726903,0.8
Pima Diabetes,2,Best-Single,0.9359259259259259,-0.10509082964674396,0.8
Pima Diabetes,2,Stacking,0.9288888888888889,-0.11350615954491604,
Ionosphere,0,Equal,0.8512820512820513,-0.1487854541763786,1.0
Ionosphere,0,Perf-Weighted,0.8538461538461538,-0.14739809322028455,1.0
Ionosphere,0,Individual-Only,0.8538461538461538,-0.14739809322028455,1.0
Ionosphere,0,Interaction-Only,0.8512820512820513,-0.15451823310500729,1.0
Ionosphere,0,Coopetitive-0.5,0.8914529914529914,-0.13457863195750555,1.0
Ionosphere,0,Coopetitive-CV,0.9111111111111111,-0.12706545408457162,1.0
